Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg)
MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,6.6,7.6,37
MINI,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,8,6.4,7.3,39
MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32
MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7,6.6,7.8,36
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6,6.8,7.8,36
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35
MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34
MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,7,8.2,34
MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,6.8,8.3,34
MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2,10.5,12.5,23
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14,10.3,12.3,23
MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4,9.4,11.6,24
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6,7.3,8.6,33
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.8,7.1,8.6,33
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6,47
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,5.6,6.4,44
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,11.5,8.5,10.2,28
MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6,7.6,8.7,32
MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,9.9,7.5,8.8,32
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.8,8,9,31
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.1,11,26
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,9.5,11.4,25
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.5,9.6,11.7,24
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,37
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,7.4,9.3,30
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,13.4,16.5,17
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.6,12.3,23
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,25
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,10.2,12.7,22
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,11.2,13.7,21
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,14.8,11,13.1,22
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.9,12.9,22
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,7.6,8.6,33
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,7.9,8.7,32
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,26
NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,10.1,11.8,24
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,10,8.5,9.3,30
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12,8.9,10.6,27
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,9.3,11,26
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,32
NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,25
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,34
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,33
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8,6,7,40
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7,6.6,7.8,36
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,12.8,15.6,18
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,14.3,17.3,16
NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2,5.8,6.6,43
NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.5,7.7,37
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,16.1,11.9,14.2,20
NISSAN,XTERRA 4WD,SUV - SMALL,4,6,M6,X,15.2,11.9,13.7,21
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,8.6,10.7,26
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,8.5,10.3,27
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,26
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12,8.7,10.5,27
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.6,9,11,26
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.3,8.9,10.8,26
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.8,8.9,11,26
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9,11,26
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,9.1,11.2,25
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,26
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,8.6,10.8,26
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.4,8.7,10.7,26
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.6,8.8,10.9,26
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16,11.5,14,20
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,14.1,10.2,12.4,23
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.8,10.9,13.6,21
PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3,6,A8,D,11.8,8.1,10.2,28
PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,16.7,11.5,14.4,20
PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15.5,10.7,13.2,21
PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,6,A8,Z,11.8,9.9,10.9,26
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.3,11,13.9,20
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,18,11.9,15.2,19
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.3,25
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7,8.9,11.5,25
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22
PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.3,25
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12,14.8,19
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,12.7,15.4,18
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.3,11.5,14.1,20
RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.1,8.8,10.6,27
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16
RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.6,8.4,10.2,28
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18.6,12.7,15.9,18
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16,18
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16,18
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,20.7,12.8,17.1,17
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,17
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,20.7,12.7,17.1,17
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,20.7,12.7,17.1,17
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18.7,11.8,15.6,18
SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4,34
SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9,7.8,9.5,30
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,46
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.5,9,31
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.6,9,31
SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.6,9.9,29
SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.9,8.6,9.9,29
SCION,xD,SUBCOMPACT,1.8,4,A4,X,8.8,7.1,8,35
SCION,xD,SUBCOMPACT,1.8,4,M5,X,8.6,7.1,7.9,36
SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,AM5,Z,6.9,5.7,6.4,44
SMART,FORTWO COUPE,TWO-SEATER,1,3,AM5,Z,6.9,5.7,6.4,44
SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,20,13,16.9,17
SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,20,13,16.9,17
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,7.1,8.5,33
SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,11,7.9,9.6,29
SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV,Z,10.2,8.6,9.5,30
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29
SUBARU,IMPREZA AWD,COMPACT,2,4,AV,X,8.7,6.6,7.8,36
SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,9.6,7.1,8.5,33
SUBARU,IMPREZA AWD,COMPACT,2.5,4,M5,Z,12.6,9.5,11.2,25
SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,23
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV,X,8.7,6.6,7.8,36
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,M5,X,9.6,7.1,8.5,33
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M5,Z,12.6,9.5,11.2,25
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,10.4,12.5,23
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,7.3,8.6,33
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,11.3,8.2,9.9,29
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS5,X,13.3,9.5,11.6,24
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,9.9,7.8,9,31
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,10.8,8.5,9.8,29
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AS5,X,13.4,9.7,11.7,24
SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,14.7,11.1,13.1,22
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV,X,9.5,7.2,8.5,33
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M5,X,10.2,8,9.2,31
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV,X,8.1,7.2,7.7,37
TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,11.1,12.9,22
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.3,11.1,12.9,22
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,6.6,8.2,34
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.1,7.8,9.6,29
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,5.9,5.7,50
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,6.2,6,47
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.7,37
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.1,6.3,7.3,39
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8,5.9,7.1,40
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.3,7.4,38
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41
TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,9.4,7.5,8.5,33
TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,8.9,7.3,8.2,34
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,A5,X,14.3,11.2,12.9,22
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,M6,X,15.4,12.1,13.9,20
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,8.6,10.3,27
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.6,9.4,11.2,25
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13,9.7,11.5,25
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8,8.6,8.3,34
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,7.9,8.6,8.2,34
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.7,4.9,4.8,59
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.6,4.9,4.7,60
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.3,5.8,5.5,51
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9,32
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.4,8.1,9.4,30
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.2,9.5,30
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,19,13.9,16.7,17
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,12.9,9.4,11.3,25
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.2,10.3,12.4,23
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.3,10.9,26
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,8.9,10.2,28
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4,6,M6,X,14.5,11.3,13.1,22
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,10.5,11.9,24
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.8,10.6,11.8,24
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,11.5,13.3,21
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15.3,12.3,14,20
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4,6,AS5,X,14.8,11.8,13.5,21
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.6,12.9,15.5,18
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,19
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.4,8.2,10,28
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.6,9.1,11,26
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,8.5,10.2,28
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.9,9.4,11.3,25
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.9,6.6,7.3,39
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.8,6.3,7.1,40
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,9.5,7.2,8.5,33
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32
VOLKSWAGEN,BEETLE,COMPACT,2,4,A6,Z,10.3,7.7,9.1,31
VOLKSWAGEN,BEETLE,COMPACT,2,4,M6,Z,10.8,7.6,9.4,30
VOLKSWAGEN,BEETLE,COMPACT,2.5,5,A6,X,10.9,8.4,9.8,29
VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,11.2,7.7,9.6,29
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,A6,D,8.4,5.9,7.4,38
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,M6,D,8.8,6.1,7.7,37
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,9.8,7.3,8.7,32
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,A6,Z,10.3,8.1,9.3,30
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,M6,Z,10.8,7.6,9.4,30
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,11.2,8.7,10.1,28
VOLKSWAGEN,CC,COMPACT,2,4,A6,Z,11.1,7.9,9.7,29
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.6,7.7,9.8,29
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,Z,14.3,9.8,12.3,23
VOLKSWAGEN,EOS,SUBCOMPACT,2,4,A6,Z,10.9,8,9.6,29
VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,A6,X,11,7.7,9.5,30
VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,M5,X,11.2,7.3,9.4,30
VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2,4,A6,D,8.1,6.4,7.4,38
VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2,4,M6,D,8.3,6,7.3,39
VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,9.5,6.7,8.2,34
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.4,6.7,8.2,34
VOLKSWAGEN,JETTA,COMPACT,2,4,A6,X,10.6,8,9.4,30
VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,10.4,7.2,9,31
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,A6,D,8.1,6.4,7.4,38
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,M6,D,8.3,6,7.3,39
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,A6,Z,10.2,7.5,9,31
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,10.6,7.4,9.2,31
VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,5.6,5.2,5.4,52
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,9.9,6.9,8.6,33
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,10,6.9,8.6,33
VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,A6,X,11,8,9.7,29
VOLKSWAGEN,PASSAT,MID-SIZE,2.5,5,M5,X,11.4,7.8,9.8,29
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,A6,Z,12.4,8.8,10.8,26
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,A6,D,7.8,5.9,6.9,41
VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,14.2,9.5,12.1,23
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A6,Z,11.7,9.5,10.7,26
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,13.6,9.2,11.6,24
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A6,Z,11.7,9.4,10.7,26
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.4,10.4,12.6,22
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3,6,AS8,D,11.8,8.1,10.2,28
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29
